unit_number,cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_2_mean_5,sensor_2_std_5,sensor_2_trend_5,sensor_3_mean_5,sensor_3_std_5,sensor_3_trend_5,sensor_4_mean_5,sensor_4_std_5,sensor_4_trend_5,sensor_7_mean_5,sensor_7_std_5,sensor_7_trend_5,sensor_8_mean_5,sensor_8_std_5,sensor_8_trend_5,sensor_9_mean_5,sensor_9_std_5,sensor_9_trend_5,sensor_11_mean_5,sensor_11_std_5,sensor_11_trend_5,sensor_12_mean_5,sensor_12_std_5,sensor_12_trend_5,sensor_13_mean_5,sensor_13_std_5,sensor_13_trend_5,sensor_14_mean_5,sensor_14_std_5,sensor_14_trend_5,sensor_15_mean_5,sensor_15_std_5,sensor_15_trend_5,sensor_17_mean_5,sensor_17_std_5,sensor_17_trend_5,sensor_20_mean_5,sensor_20_std_5,sensor_20_trend_5,sensor_21_mean_5,sensor_21_std_5,sensor_21_trend_5
1,1,0.0023,0.0003,100.0,518.67,643.02,1585.29,1398.21,14.62,21.61,553.9,2388.04,9050.17,1.3,47.2,521.72,2388.03,8125.55,8.4052,0.03,392,2388,100.0,38.86,23.3735,643.02,0.0,0.0,1585.29,0.0,0.0,1398.21,0.0,0.0,553.9,0.0,0.0,2388.04,0.0,0.0,9050.17,0.0,0.0,47.2,0.0,0.0,521.72,0.0,0.0,2388.03,0.0,0.0,8125.55,0.0,0.0,8.4052,0.0,0.0,392.0,0.0,0.0,38.86,0.0,0.0,23.3735,0.0,0.0
1,2,-0.0027,-0.0003,100.0,518.67,641.71,1588.45,1395.42,14.62,21.61,554.85,2388.01,9054.42,1.3,47.5,522.16,2388.06,8139.62,8.3803,0.03,393,2388,100.0,39.02,23.3916,642.365,0.9263098833543386,0.0,1586.87,2.2344574285496286,0.0,1396.815,1.972827919510442,0.0,554.375,0.6717514421272524,0.0,2388.025,0.021213203435416356,0.0,9052.295,3.005203820042827,0.0,47.35,0.21213203435596223,0.0,521.94,0.31112698372199893,0.0,2388.045,0.021213203435416356,0.0,8132.585,9.948992411294517,0.0,8.39275,0.017606958851544823,0.0,392.5,0.7071067811865476,0.0,38.94,0.11313708498985273,0.0,23.382550000000002,0.012798632739475572,0.0
1,3,0.0003,0.0001,100.0,518.67,642.46,1586.94,1401.34,14.62,21.61,554.11,2388.05,9056.96,1.3,47.5,521.97,2388.03,8130.1,8.4441,0.03,393,2388,100.0,39.08,23.4166,642.3966666666666,0.6572924260428543,0.0,1586.8933333333334,1.580516793119786,0.0,1398.3233333333335,2.961626805209097,0.0,554.2866666666667,0.49903239707793273,0.0,2388.0333333333333,0.020816659994651498,0.0,9053.85,3.430699637099646,0.0,47.4,0.1732050807568866,0.0,521.9499999999999,0.22068076490708008,0.0,2388.0400000000004,0.017320508075508927,0.0,8131.756666666667,7.179807332605181,0.0,8.409866666666668,0.03215498924480279,0.0,392.6666666666667,0.5773502691896216,0.0,38.98666666666667,0.11372481406154931,0.0,23.393900000000002,0.021641857591248963,0.0
1,4,0.0042,0.0,100.0,518.67,642.44,1584.12,1406.42,14.62,21.61,554.07,2388.03,9045.29,1.3,47.28,521.38,2388.05,8132.9,8.3917,0.03,391,2388,100.0,39.0,23.3737,642.4075,0.5371142026298005,0.0,1586.2,1.8942544707615527,0.0,1400.3475,4.715558468163378,0.0,554.2325000000001,0.42161396245064237,0.0,2388.0325000000003,0.017078251276587495,0.0,9051.71,5.115160473207355,0.0,47.370000000000005,0.15362291495737057,0.0,521.8075,0.33718194890393843,0.0,2388.0425,0.014999999999897935,0.0,8132.0425,5.8900955000745085,0.0,8.405325000000001,0.027781333661291804,0.0,392.25,0.9574271077563405,0.0,38.99,0.0930949336251287,0.0,23.388849999999998,0.02035329621134196,0.0
1,5,0.0014,0.0,100.0,518.67,642.51,1587.19,1401.92,14.62,21.61,554.16,2388.01,9044.55,1.3,47.31,522.15,2388.03,8129.54,8.4031,0.03,390,2388,100.0,38.99,23.413,642.4280000000001,0.467407744908002,-0.5099999999999909,1586.398,1.6991674431909825,1.900000000000091,1400.662,4.143901543232016,3.7100000000000364,554.2180000000001,0.36656513745854025,0.2599999999999909,2388.0280000000002,0.017888543819998996,-0.02999999999974534,9050.278,5.465964690702027,-5.6200000000008,47.358000000000004,0.13572030061858653,0.10999999999999943,521.876,0.3297423236407359,0.42999999999995,2388.04,0.014142135623607555,0.0,8131.5419999999995,5.2223002594641175,3.9899999999997817,8.40488,0.02407990863770082,-0.002100000000000435,391.8,1.3038404810405335,-2.0,38.989999999999995,0.0806225774829876,0.13000000000000256,23.39368,0.02067213099803615,0.03950000000000031
1,6,0.0012,0.0003,100.0,518.67,642.11,1579.12,1395.13,14.62,21.61,554.22,2388.0,9050.96,1.3,47.26,521.92,2388.08,8127.46,8.4238,0.03,392,2388,100.0,38.91,23.3467,642.246,0.33871817193646786,0.39999999999997726,1585.164,3.730835027175616,-9.330000000000155,1400.046,4.7796736290253214,-0.2899999999999636,554.2819999999999,0.322443793551686,-0.6299999999999955,2388.0200000000004,0.02000000000020729,-0.010000000000218279,9050.436,5.473475130116245,-3.460000000000946,47.370000000000005,0.12000000000000005,-0.240000000000002,521.9159999999999,0.31800943382232677,-0.2400000000000091,2388.05,0.021213203435469948,0.01999999999998181,8131.924000000001,4.720135591272747,-12.159999999999854,8.4086,0.025534486483969467,0.04349999999999987,391.8,1.3038404810405335,-1.0,39.0,0.06123724356958386,-0.11000000000000654,23.38832,0.029006844019989503,-0.04490000000000194
1,7,-0.0,0.0002,100.0,518.67,642.11,1583.34,1404.84,14.62,21.61,553.89,2388.05,9051.39,1.3,47.31,522.01,2388.06,8134.97,8.3914,0.03,391,2388,100.0,38.85,23.3952,642.326,0.1988215280094109,-0.35000000000002274,1584.142,3.278081756149533,-3.6000000000001364,1401.9299999999998,4.336369449205266,3.5,554.0899999999999,0.12509996003178328,-0.22000000000002728,2388.028,0.02280350850208749,0.0,9049.829999999998,5.075366981805367,-5.569999999999709,47.33200000000001,0.09628083921528639,-0.18999999999999773,521.886,0.29551649700142696,0.03999999999996362,2388.05,0.021213203435469948,0.02999999999974534,8130.994000000001,2.9514369381714745,4.869999999999891,8.410820000000001,0.022794451079155616,-0.05269999999999975,391.4,1.140175425099143,-2.0,38.966,0.08848728722251474,-0.22999999999999687,23.38904,0.02915292438161225,-0.021399999999999864
1,8,0.0006,-0.0,100.0,518.67,642.54,1580.89,1400.89,14.62,21.61,553.59,2388.05,9052.86,1.3,47.21,522.09,2388.06,8125.93,8.4213,0.03,393,2388,100.0,39.05,23.3224,642.342,0.21487205495362058,0.09999999999990905,1582.932,3.098769110469574,-3.229999999999791,1401.84,4.356300035580734,-5.529999999999973,553.986,0.25402755756007406,-0.4800000000000182,2388.0280000000002,0.02280350850208749,0.01999999999998181,9049.01,3.808523335887557,7.569999999999709,47.274,0.041593268686168534,-0.07000000000000028,521.9100000000001,0.3086259872402145,0.7100000000000364,2388.0559999999996,0.018165902124415097,0.009999999999763531,8130.160000000001,3.748699774589036,-6.969999999999345,8.40626,0.015625715983596505,0.029600000000000293,391.4,1.140175425099143,2.0,38.959999999999994,0.07937253933193586,0.04999999999999716,23.3702,0.0364217654706622,-0.051300000000001234
1,9,-0.0036,0.0,100.0,518.67,641.88,1593.29,1412.28,14.62,21.61,554.49,2388.06,9048.55,1.3,47.37,522.03,2388.05,8134.15,8.4353,0.03,391,2388,100.0,39.1,23.4521,642.23,0.28539446385659034,-0.6299999999999955,1584.766,5.64509787337652,6.099999999999909,1403.012,6.266152727152482,10.3599999999999,554.0699999999999,0.3427097897638051,0.3300000000000409,2388.034,0.02701851217225289,0.04999999999972715,9049.662,3.250656856699049,4.0,47.291999999999994,0.060166435825962296,0.05999999999999517,522.04,0.08660254037843593,-0.12000000000000455,2388.056,0.018165902124415097,0.01999999999998181,8130.409999999999,4.009706971837608,4.609999999999673,8.41498,0.017519902967767443,0.03219999999999956,391.4,1.140175425099143,1.0,38.98,0.10148891565092384,0.10999999999999943,23.385879999999997,0.05189467217354881,0.039100000000001245
1,10,-0.0025,-0.0001,100.0,518.67,642.07,1585.25,1398.64,14.62,21.61,554.28,2388.04,9051.95,1.3,47.14,522.0,2388.06,8134.08,8.4093,0.03,391,2388,100.0,38.87,23.382,642.142,0.2420123963767146,-0.03999999999996362,1584.3780000000002,5.501687922810606,6.130000000000109,1402.356,6.573220671786415,3.509999999999991,554.0939999999999,0.35458426361015305,0.05999999999994543,2388.04,0.023452078799214186,0.03999999999996362,9051.142,1.6138060602213788,0.9900000000016007,47.257999999999996,0.08871302046486601,-0.11999999999999744,522.01,0.061237243569552555,0.08000000000004093,2388.062,0.010954451149940278,-0.01999999999998181,8131.318000000001,4.269094751818252,6.619999999999891,8.416220000000001,0.016667543310277682,-0.014499999999999957,391.6,0.8944271909999302,-1.0,38.955999999999996,0.11216059914247851,-0.03999999999999915,23.37968,0.04964772905179084,0.035300000000002996
